epoch,phase,container,cpu_pct,mem_used_bytes,mem_limit_bytes,net_rx_bytes,net_tx_bytes,blk_read_bytes,blk_write_bytes,pids
1769950869,startup,imgA,5.16,69059215,1073741824,642,126,0,4100,12
1769950869,startup,imgB,68.83,60576236,1073741824,308,84,0,0,12
1769950872,startup,imgA,0.40,69195530,1073741824,642,126,0,4100,12
1769950872,startup,imgB,0.00,60576236,1073741824,600,126,0,0,12
1769950875,startup,imgA,0.01,69195530,1073741824,712,126,0,4100,12
1769950875,startup,imgB,0.00,60576236,1073741824,670,126,0,0,12
1769950878,startup,imgA,0.00,61865984,1073741824,712,126,0,4100,12
1769950878,startup,imgB,3.30,50027561,1073741824,670,126,0,0,12
1769950881,startup,imgA,0.00,61865984,1073741824,712,126,0,4100,12
1769950881,startup,imgB,0.00,50027561,1073741824,670,126,0,0,12
1769950884,startup,imgA,0.00,61876470,1073741824,782,126,0,4100,12
1769950884,startup,imgB,0.04,49859789,1073741824,740,126,0,0,12
1769950887,startup,imgA,0.00,61876470,1073741824,782,126,0,4100,12
1769950887,startup,imgB,0.00,49859789,1073741824,740,126,0,0,12
1769950890,startup,imgA,0.00,61876470,1073741824,782,126,0,4100,12
1769950890,startup,imgB,0.00,49859789,1073741824,740,126,0,0,12
1769950892,startup,imgA,0.00,61876470,1073741824,782,126,0,4100,12
1769950892,startup,imgB,0.00,49859789,1073741824,740,126,0,0,12
1769950894,startup,imgA,0.00,61876470,1073741824,782,126,0,4100,12
1769950894,startup,imgB,0.00,49859789,1073741824,740,126,0,0,12
1769950897,startup,imgA,3.82,62086185,1073741824,782,126,0,4100,12
1769950897,startup,imgB,0.00,49859789,1073741824,740,126,0,0,12
1769950900,startup,imgA,0.00,62086185,1073741824,852,126,0,4100,12
1769950900,startup,imgB,0.00,50289705,1073741824,810,126,0,0,12
1769950903,startup,imgA,0.00,62086185,1073741824,852,126,0,4100,12
1769950903,startup,imgB,0.00,50289705,1073741824,810,126,0,0,12
1769950906,startup,imgA,0.00,62086185,1073741824,852,126,0,4100,12
1769950906,startup,imgB,0.00,50300191,1073741824,810,126,0,0,12
1769950908,startup,imgA,0.00,62086185,1073741824,852,126,0,4100,12
1769950908,startup,imgB,0.00,50300191,1073741824,810,126,0,0,12
1769950911,startup,imgA,0.00,62086185,1073741824,852,126,0,4100,12
1769950911,startup,imgB,0.00,50300191,1073741824,810,126,0,0,12
1769950914,startup,imgA,0.02,62086185,1073741824,852,126,0,4100,12
1769950914,startup,imgB,0.00,50300191,1073741824,810,126,0,0,12
1769950917,startup,imgA,0.00,62086185,1073741824,852,126,0,4100,12
1769950917,startup,imgB,0.00,50300191,1073741824,810,126,0,0,12
1769950920,startup,imgA,0.00,62086185,1073741824,852,126,0,4100,12
1769950920,startup,imgB,0.00,50300191,1073741824,810,126,0,0,12
1769950923,startup,imgA,0.00,62086185,1073741824,852,126,0,4100,12
1769950923,startup,imgB,0.00,50300191,1073741824,810,126,0,0,12
1769950926,startup,imgA,0.00,62086185,1073741824,852,126,0,4100,12
1769950926,startup,imgB,0.00,50300191,1073741824,810,126,0,0,12
1769950929,startup,imgA,0.00,62180557,1073741824,852,126,0,4100,12
1769950929,startup,imgB,0.03,50405048,1073741824,810,126,0,0,12
1769950932,startup,imgA,0.00,62180557,1073741824,852,126,0,4100,12
1769950932,startup,imgB,0.00,50405048,1073741824,810,126,0,0,12
1769950935,startup,imgA,0.00,62180557,1073741824,922,126,0,4100,12
1769950935,startup,imgB,0.00,50405048,1073741824,810,126,0,0,12
1769950938,startup,imgA,0.00,62180557,1073741824,922,126,0,4100,12
1769950938,startup,imgB,0.00,50405048,1073741824,880,126,0,0,12
1769950940,startup,imgA,0.00,62180557,1073741824,922,126,0,4100,12
1769950940,startup,imgB,0.00,50405048,1073741824,880,126,0,0,12
1769950943,startup,imgA,0.00,62180557,1073741824,922,126,0,4100,12
1769950943,startup,imgB,0.00,50405048,1073741824,880,126,0,0,12
1769950946,startup,imgA,0.00,62180557,1073741824,922,126,0,4100,12
1769950946,startup,imgB,0.00,50405048,1073741824,880,126,0,0,12
1769950949,startup,imgA,0.00,62180557,1073741824,922,126,0,4100,12
1769950949,startup,imgB,0.00,50405048,1073741824,880,126,0,0,12
1769950952,startup,imgA,0.00,62180557,1073741824,922,126,0,4100,12
1769950952,startup,imgB,0.00,50405048,1073741824,880,126,0,0,12
1769950956,startup,imgA,0.00,62180557,1073741824,922,126,0,4100,12
1769950956,startup,imgB,0.00,50405048,1073741824,880,126,0,0,12
1769950959,startup,imgA,0.00,62274929,1073741824,922,126,0,4100,12
1769950959,startup,imgB,3.69,50499420,1073741824,880,126,0,0,12
1769950962,startup,imgA,0.00,62274929,1073741824,922,126,0,4100,12
1769950962,startup,imgB,0.00,50499420,1073741824,880,126,0,0,12
1769950965,startup,imgA,0.00,62274929,1073741824,922,126,0,4100,12
1769950965,startup,imgB,0.01,50499420,1073741824,880,126,0,0,12
1769950968,startup,imgA,0.00,62274929,1073741824,922,126,0,4100,12
1769950968,startup,imgB,0.00,50499420,1073741824,880,126,0,0,12
1769950971,startup,imgA,0.00,62274929,1073741824,922,126,0,4100,12
1769950971,startup,imgB,0.00,50499420,1073741824,880,126,0,0,12
1769950974,startup,imgA,0.00,62274929,1073741824,922,126,0,4100,12
1769950974,startup,imgB,0.01,50499420,1073741824,880,126,0,0,12
1769950977,startup,imgA,0.00,62274929,1073741824,922,126,0,4100,12
1769950977,startup,imgB,0.00,50499420,1073741824,880,126,0,0,12
1769950980,startup,imgA,0.00,62274929,1073741824,922,126,0,4100,12
1769950980,startup,imgB,0.00,50499420,1073741824,880,126,0,0,12
1769950983,startup,imgA,0.00,62274929,1073741824,922,126,0,4100,12
1769950983,startup,imgB,0.00,50499420,1073741824,880,126,0,0,12
1769950986,startup,imgA,0.00,62274929,1073741824,922,126,0,4100,12
1769950986,startup,imgB,0.00,50499420,1073741824,880,126,0,0,12
1769950989,startup,imgA,0.00,62337843,1073741824,922,126,0,4100,12
1769950989,startup,imgB,0.03,50572820,1073741824,880,126,0,0,12
1769950992,startup,imgA,0.00,62337843,1073741824,922,126,0,4100,12
1769950992,startup,imgB,0.00,50572820,1073741824,880,126,0,0,12
